test_id,test_category,test_type,temperature,humidity,vibration,pressure,risk_score,pass_fail,test_duration,test_date,standard
TEST_000189,temperature,thermal_shock,69.11,32.17,10.87,995.53,0.775,FAIL,96,2024-12-06 18:31:19.467962,IEC 60068-2-14
TEST_000190,vibration,shock,-22.54,59.87,37.52,1060.77,0.791,FAIL,410,2025-01-25 18:31:19.467993,IEC 60068-2-27
TEST_000191,humidity,water_splash,-29.05,39.21,2.61,907.83,0.434,PASS,468,2024-10-29 18:31:19.468020,IEC 60529
TEST_000192,temperature,thermal_shock,45.1,71.58,31.05,1139.26,1.0,FAIL,239,2024-10-08 18:31:19.468048,IEC 60068-2-14
TEST_000193,vibration,shock,14.3,18.23,29.81,1066.09,0.394,PASS,221,2025-01-23 18:31:19.468075,IEC 60068-2-27
TEST_000194,humidity,water_splash,6.29,43.08,23.93,828.24,0.585,PASS,320,2025-02-04 18:31:19.468101,IEC 60529
TEST_000195,humidity,condensation,-13.63,89.04,10.86,1180.02,0.859,FAIL,86,2024-11-01 18:31:19.468128,ISO 16750-4
TEST_000196,temperature,high_temp,18.88,82.04,10.04,1194.61,0.709,FAIL,103,2024-09-09 18:31:19.468154,MIL-STD-810 Method 501.7
TEST_000197,humidity,humidity_resistance,-24.55,44.55,45.34,1140.67,1.0,FAIL,55,2025-06-18 18:31:19.468180,MIL-STD-810 Method 507.7
TEST_000198,humidity,humidity_resistance,-33.37,15.24,16.37,1139.66,1.0,FAIL,224,2024-09-14 18:31:19.468207,MIL-STD-810 Method 507.7
TEST_000199,temperature,thermal_shock,28.66,86.5,28.44,1176.57,0.804,FAIL,462,2025-04-14 18:31:19.468233,IEC 60068-2-14
TEST_000200,vibration,mechanical_vibration,60.45,29.47,0.7,1034.09,0.409,PASS,165,2025-03-20 18:31:19.468265,MIL-STD-810 Method 514.8
TEST_000201,temperature,thermal_shock,-16.43,53.79,22.37,844.9,0.795,FAIL,136,2025-03-29 18:31:19.468291,IEC 60068-2-14
TEST_000202,vibration,shock,-14.18,56.38,34.36,931.66,0.649,PASS,344,2025-02-07 18:31:19.468319,IEC 60068-2-27
TEST_000203,vibration,acoustic_vibration,54.53,29.49,23.48,947.88,0.715,FAIL,448,2025-04-26 18:31:19.468347,MIL-STD-810 Method 515.8
TEST_000204,vibration,mechanical_vibration,4.63,93.95,31.93,851.76,1.0,FAIL,165,2025-04-12 18:31:19.468374,MIL-STD-810 Method 514.8
TEST_000205,vibration,mechanical_vibration,69.81,30.92,49.11,1105.55,1.0,FAIL,410,2025-03-18 18:31:19.468400,MIL-STD-810 Method 514.8
TEST_000206,vibration,shock,0.55,21.45,44.16,1069.73,0.637,PASS,407,2025-05-19 18:31:19.468429,IEC 60068-2-27
TEST_000207,temperature,thermal_shock,10.44,50.22,38.96,1141.02,0.793,FAIL,90,2025-05-28 18:31:19.468459,IEC 60068-2-14
TEST_000208,vibration,shock,-22.48,16.98,12.96,925.66,0.576,PASS,452,2025-02-06 18:31:19.468489,IEC 60068-2-27
TEST_000209,temperature,high_temp,-24.64,53.78,24.39,1101.59,0.802,FAIL,117,2025-04-08 18:31:19.468536,MIL-STD-810 Method 501.7
TEST_000210,humidity,condensation,-4.14,12.02,33.77,950.32,0.68,PASS,300,2025-01-17 18:31:19.468571,ISO 16750-4
TEST_000211,vibration,acoustic_vibration,55.63,55.57,30.9,904.87,0.781,FAIL,91,2025-02-24 18:31:19.468601,MIL-STD-810 Method 515.8
TEST_000212,temperature,low_temp,-1.37,32.65,32.51,846.52,0.999,FAIL,411,2024-10-11 18:31:19.468631,MIL-STD-810 Method 502.7
TEST_000213,temperature,low_temp,20.83,14.17,25.82,1003.91,0.467,PASS,249,2025-04-13 18:31:19.468659,MIL-STD-810 Method 502.7
TEST_000214,humidity,condensation,-32.79,90.01,0.68,822.18,1.0,FAIL,342,2024-09-13 18:31:19.468686,ISO 16750-4
TEST_000215,vibration,acoustic_vibration,63.41,26.78,18.49,1000.74,0.598,PASS,106,2024-08-17 18:31:19.468712,MIL-STD-810 Method 515.8
TEST_000216,vibration,acoustic_vibration,34.96,84.44,23.37,892.83,0.799,FAIL,284,2024-11-04 18:31:19.468738,MIL-STD-810 Method 515.8
TEST_000217,humidity,water_splash,-38.27,73.57,6.04,878.96,0.926,FAIL,428,2025-08-04 18:31:19.468765,IEC 60529
TEST_000218,humidity,condensation,-14.3,82.46,18.45,1157.51,0.948,FAIL,283,2024-12-25 18:31:19.468791,ISO 16750-4
TEST_000219,temperature,high_temp,65.91,50.42,32.54,896.2,1.0,FAIL,301,2024-09-17 18:31:19.468821,MIL-STD-810 Method 501.7
TEST_000220,temperature,high_temp,13.83,47.53,7.89,858.42,0.146,PASS,358,2024-11-06 18:31:19.468848,MIL-STD-810 Method 501.7
TEST_000221,vibration,mechanical_vibration,-18.49,25.85,28.16,1073.98,0.588,PASS,59,2025-07-14 18:31:19.468874,MIL-STD-810 Method 514.8
TEST_000222,vibration,mechanical_vibration,-21.99,39.22,7.97,1020.35,0.276,PASS,267,2025-06-08 18:31:19.468900,MIL-STD-810 Method 514.8
TEST_000223,humidity,water_splash,-2.78,64.77,7.02,895.88,0.335,PASS,131,2025-01-14 18:31:19.468926,IEC 60529
TEST_000224,humidity,water_splash,-11.71,17.47,10.53,1009.57,0.393,PASS,244,2025-05-12 18:31:19.468953,IEC 60529
TEST_000225,temperature,thermal_shock,61.59,43.63,38.75,1194.39,1.0,FAIL,218,2025-06-01 18:31:19.468979,IEC 60068-2-14
TEST_000226,humidity,water_splash,-29.91,54.81,10.03,1140.85,0.722,FAIL,79,2025-07-24 18:31:19.469004,IEC 60529
TEST_000227,temperature,low_temp,-18.03,49.69,3.4,832.15,0.453,PASS,341,2025-07-26 18:31:19.469031,MIL-STD-810 Method 502.7
TEST_000228,humidity,condensation,-16.38,34.35,18.98,978.91,0.417,PASS,302,2024-09-22 18:31:19.469057,ISO 16750-4
TEST_000229,humidity,condensation,9.06,89.96,5.1,966.59,0.18,PASS,335,2025-04-21 18:31:19.469091,ISO 16750-4
TEST_000230,vibration,shock,-4.28,85.25,5.58,894.05,0.518,PASS,70,2025-04-07 18:31:19.469132,IEC 60068-2-27
TEST_000231,humidity,water_splash,57.25,67.52,0.35,945.47,0.457,PASS,101,2025-04-08 18:31:19.469162,IEC 60529
TEST_000232,vibration,shock,-0.91,84.98,3.76,918.35,0.409,PASS,83,2024-09-07 18:31:19.469192,IEC 60068-2-27
TEST_000233,vibration,acoustic_vibration,-26.14,92.44,23.36,879.02,1.0,FAIL,215,2025-01-04 18:31:19.469226,MIL-STD-810 Method 515.8
TEST_000234,temperature,low_temp,-39.32,45.83,34.6,968.22,1.0,FAIL,47,2025-07-31 18:31:19.469259,MIL-STD-810 Method 502.7
TEST_000235,vibration,shock,-13.8,19.4,7.98,844.33,0.483,PASS,257,2025-05-04 18:31:19.469289,IEC 60068-2-27
TEST_000236,temperature,low_temp,-2.98,82.28,29.32,1026.05,0.588,PASS,345,2024-11-21 18:31:19.469319,MIL-STD-810 Method 502.7
TEST_000237,humidity,condensation,-0.0,65.11,3.86,932.93,0.214,PASS,101,2024-12-22 18:31:19.469349,ISO 16750-4
TEST_000238,vibration,acoustic_vibration,6.71,33.31,6.55,1192.59,0.288,PASS,42,2025-05-25 18:31:19.469385,MIL-STD-810 Method 515.8
TEST_000239,humidity,condensation,23.01,65.24,13.39,955.44,0.237,PASS,432,2025-01-31 18:31:19.469416,ISO 16750-4
TEST_000240,vibration,acoustic_vibration,17.0,86.7,20.89,967.63,0.492,PASS,479,2025-02-23 18:31:19.469446,MIL-STD-810 Method 515.8
TEST_000241,vibration,acoustic_vibration,67.01,80.89,10.33,854.35,1.0,FAIL,280,2024-10-17 18:31:19.469476,MIL-STD-810 Method 515.8
TEST_000242,humidity,condensation,23.45,33.76,5.55,869.75,0.276,PASS,448,2025-04-06 18:31:19.469506,ISO 16750-4
TEST_000243,vibration,acoustic_vibration,-33.87,59.54,4.13,1019.54,0.408,PASS,259,2025-07-02 18:31:19.469539,MIL-STD-810 Method 515.8
TEST_000244,humidity,water_splash,8.83,79.48,34.72,988.95,0.427,PASS,461,2024-09-12 18:31:19.469565,IEC 60529
TEST_000245,humidity,humidity_resistance,43.26,71.3,18.71,1040.4,0.406,PASS,175,2024-10-28 18:31:19.469591,MIL-STD-810 Method 507.7
TEST_000246,vibration,shock,-3.1,73.32,13.78,949.27,0.367,PASS,440,2024-09-27 18:31:19.469618,IEC 60068-2-27
TEST_000247,humidity,humidity_resistance,-35.5,26.36,45.35,890.9,1.0,FAIL,355,2025-02-13 18:31:19.469648,MIL-STD-810 Method 507.7
TEST_000248,temperature,thermal_shock,64.88,37.82,43.4,1020.79,1.0,FAIL,366,2025-06-15 18:31:19.469678,IEC 60068-2-14
TEST_000249,temperature,low_temp,-6.42,75.49,35.09,1196.22,1.0,FAIL,425,2025-07-04 18:31:19.469718,MIL-STD-810 Method 502.7
TEST_000250,humidity,condensation,43.11,70.57,4.75,931.59,0.257,PASS,42,2025-03-07 18:31:19.469764,ISO 16750-4
TEST_000251,vibration,shock,13.82,34.72,43.46,811.0,0.989,FAIL,375,2025-06-07 18:31:19.469885,IEC 60068-2-27
TEST_000252,temperature,high_temp,31.85,93.16,35.88,1097.48,1.0,FAIL,298,2024-09-10 18:31:19.469988,MIL-STD-810 Method 501.7
TEST_000253,vibration,mechanical_vibration,52.48,50.19,37.71,955.14,0.691,PASS,171,2025-02-15 18:31:19.470055,MIL-STD-810 Method 514.8
TEST_000254,vibration,shock,65.78,47.73,20.06,1117.21,1.0,FAIL,286,2025-07-02 18:31:19.470113,IEC 60068-2-27
TEST_000255,temperature,low_temp,-22.06,20.01,39.49,1180.45,1.0,FAIL,416,2025-03-05 18:31:19.470161,MIL-STD-810 Method 502.7
TEST_000256,temperature,thermal_shock,6.43,10.89,23.46,1030.06,0.453,PASS,356,2024-09-14 18:31:19.470201,IEC 60068-2-14
TEST_000257,vibration,shock,11.29,83.15,41.41,1191.36,1.0,FAIL,472,2024-10-14 18:31:19.470244,IEC 60068-2-27
TEST_000258,vibration,mechanical_vibration,-26.46,55.69,36.06,825.6,1.0,FAIL,448,2025-03-02 18:31:19.470289,MIL-STD-810 Method 514.8
TEST_000259,humidity,condensation,20.84,43.81,9.74,934.54,0.136,PASS,422,2025-06-13 18:31:19.470339,ISO 16750-4
TEST_000260,humidity,condensation,41.87,34.57,20.54,1093.06,0.619,PASS,463,2025-05-16 18:31:19.470384,ISO 16750-4
TEST_000261,vibration,acoustic_vibration,-35.85,32.21,13.51,932.96,0.784,FAIL,84,2025-07-06 18:31:19.470431,MIL-STD-810 Method 515.8
TEST_000262,temperature,thermal_shock,5.24,36.78,38.85,1163.1,0.866,FAIL,84,2024-10-31 18:31:19.470478,IEC 60068-2-14
TEST_000263,temperature,high_temp,-36.34,29.91,5.82,878.25,0.844,FAIL,283,2024-11-02 18:31:19.470525,MIL-STD-810 Method 501.7
TEST_000264,vibration,shock,56.77,12.9,34.34,975.66,0.806,FAIL,438,2025-03-20 18:31:19.470576,IEC 60068-2-27
TEST_000265,humidity,condensation,20.52,83.19,5.77,969.41,0.212,PASS,211,2024-11-02 18:31:19.470628,ISO 16750-4
TEST_000266,temperature,high_temp,7.58,79.32,20.97,1062.24,0.391,PASS,84,2024-12-13 18:31:19.470680,MIL-STD-810 Method 501.7
TEST_000267,vibration,mechanical_vibration,41.3,30.46,10.94,949.8,0.56,PASS,108,2025-01-10 18:31:19.470733,MIL-STD-810 Method 514.8
TEST_000268,vibration,acoustic_vibration,27.25,61.21,0.68,1066.49,0.13,PASS,164,2025-01-27 18:31:19.470798,MIL-STD-810 Method 515.8
TEST_000269,vibration,acoustic_vibration,36.11,42.52,5.21,896.36,0.337,PASS,110,2025-01-20 18:31:19.470850,MIL-STD-810 Method 515.8
TEST_000270,humidity,condensation,-37.06,90.83,11.8,984.8,1.0,FAIL,227,2025-02-24 18:31:19.470904,ISO 16750-4
TEST_000271,vibration,acoustic_vibration,56.32,14.54,37.05,1136.95,1.0,FAIL,461,2025-05-07 18:31:19.470955,MIL-STD-810 Method 515.8
TEST_000272,vibration,acoustic_vibration,51.78,42.41,30.36,850.38,1.0,FAIL,235,2024-10-20 18:31:19.471006,MIL-STD-810 Method 515.8
TEST_000273,vibration,shock,-32.51,82.17,22.29,1191.01,1.0,FAIL,306,2025-04-03 18:31:19.471069,IEC 60068-2-27
TEST_000274,temperature,low_temp,-26.67,66.33,0.82,1085.11,0.417,PASS,307,2025-02-23 18:31:19.471121,MIL-STD-810 Method 502.7
TEST_000275,vibration,shock,37.71,25.76,8.2,843.63,0.396,PASS,412,2025-06-08 18:31:19.471179,IEC 60068-2-27
TEST_000276,humidity,condensation,-24.0,63.35,0.65,887.72,0.455,PASS,241,2024-09-13 18:31:19.471224,ISO 16750-4
TEST_000277,temperature,thermal_shock,-28.77,39.39,38.63,993.37,0.718,FAIL,219,2024-10-26 18:31:19.471269,IEC 60068-2-14
TEST_000278,humidity,condensation,33.4,12.81,25.36,946.41,0.697,PASS,457,2025-02-10 18:31:19.471324,ISO 16750-4
TEST_000279,temperature,low_temp,25.82,62.45,27.15,996.49,0.269,PASS,327,2024-10-28 18:31:19.471371,MIL-STD-810 Method 502.7
TEST_000280,vibration,mechanical_vibration,21.03,63.18,31.76,1187.05,0.91,FAIL,291,2024-12-16 18:31:19.471417,MIL-STD-810 Method 514.8
TEST_000281,vibration,shock,57.0,17.54,1.08,1052.18,0.384,PASS,431,2025-02-24 18:31:19.471471,IEC 60068-2-27
TEST_000282,temperature,high_temp,-33.92,67.73,8.98,1016.62,0.47,PASS,459,2025-06-20 18:31:19.471525,MIL-STD-810 Method 501.7
TEST_000283,humidity,water_splash,53.79,91.43,17.74,928.96,0.871,FAIL,53,2024-10-17 18:31:19.471601,IEC 60529
TEST_000284,vibration,mechanical_vibration,67.8,29.77,16.09,855.77,1.0,FAIL,245,2025-02-25 18:31:19.471651,MIL-STD-810 Method 514.8
TEST_000285,temperature,high_temp,-19.89,12.41,39.1,935.15,0.879,FAIL,78,2025-05-09 18:31:19.471720,MIL-STD-810 Method 501.7
TEST_000286,vibration,mechanical_vibration,44.33,72.28,32.17,929.37,0.704,FAIL,366,2024-10-17 18:31:19.471781,MIL-STD-810 Method 514.8
TEST_000287,vibration,shock,-16.78,45.31,33.69,913.27,0.751,FAIL,95,2024-08-09 18:31:19.471852,IEC 60068-2-27
TEST_000288,vibration,acoustic_vibration,21.63,14.22,18.77,1179.43,0.657,PASS,265,2025-04-29 18:31:19.471935,MIL-STD-810 Method 515.8
TEST_000289,temperature,thermal_shock,28.27,68.34,21.58,1186.94,0.623,PASS,328,2025-05-22 18:31:19.472016,IEC 60068-2-14
TEST_000290,humidity,water_splash,47.62,45.47,21.25,848.27,0.813,FAIL,152,2025-01-03 18:31:19.472093,IEC 60529
TEST_000291,temperature,thermal_shock,10.41,54.22,22.3,1185.77,0.56,PASS,206,2024-10-14 18:31:19.472152,IEC 60068-2-14
TEST_000292,humidity,humidity_resistance,-10.93,25.72,11.7,1036.71,0.416,PASS,118,2025-05-02 18:31:19.472227,MIL-STD-810 Method 507.7
TEST_000293,temperature,high_temp,69.55,92.58,49.02,1103.34,1.0,FAIL,182,2025-02-26 18:31:19.472303,MIL-STD-810 Method 501.7
TEST_000294,temperature,thermal_shock,-19.25,56.44,10.2,943.01,0.493,PASS,236,2025-01-10 18:31:19.472360,IEC 60068-2-14
TEST_000295,temperature,low_temp,35.53,62.04,45.23,860.9,0.983,FAIL,415,2024-09-29 18:31:19.472410,MIL-STD-810 Method 502.7
TEST_000296,vibration,mechanical_vibration,-2.99,10.45,36.27,1117.17,0.988,FAIL,224,2024-09-17 18:31:19.472454,MIL-STD-810 Method 514.8
TEST_000297,vibration,acoustic_vibration,53.86,22.97,4.1,1082.08,0.319,PASS,373,2024-12-27 18:31:19.472517,MIL-STD-810 Method 515.8
TEST_000298,humidity,humidity_resistance,63.63,84.66,41.12,1111.84,1.0,FAIL,379,2025-06-19 18:31:19.472574,MIL-STD-810 Method 507.7
TEST_000299,temperature,high_temp,48.52,48.38,14.21,1103.74,0.596,PASS,112,2025-06-22 18:31:19.472625,MIL-STD-810 Method 501.7
TEST_000300,vibration,mechanical_vibration,35.32,13.1,27.86,907.31,0.647,PASS,421,2025-07-26 18:31:19.472668,MIL-STD-810 Method 514.8
TEST_000301,humidity,condensation,37.07,94.18,9.72,820.93,0.925,FAIL,250,2025-07-12 18:31:19.472719,ISO 16750-4
TEST_000302,humidity,water_splash,34.17,67.65,20.81,902.35,0.441,PASS,394,2024-10-05 18:31:19.472759,IEC 60529
TEST_000303,temperature,thermal_shock,-14.83,22.69,48.82,967.84,0.763,FAIL,309,2024-09-07 18:31:19.472825,IEC 60068-2-14
TEST_000304,humidity,humidity_resistance,0.25,43.52,10.94,947.61,0.309,PASS,290,2025-02-15 18:31:19.472882,MIL-STD-810 Method 507.7
TEST_000305,temperature,low_temp,-11.35,66.44,2.84,1010.49,0.19,PASS,283,2024-08-08 18:31:19.472936,MIL-STD-810 Method 502.7
TEST_000306,humidity,condensation,14.14,83.62,36.0,1161.05,1.0,FAIL,334,2025-03-18 18:31:19.472993,ISO 16750-4
TEST_000307,vibration,shock,15.8,21.15,28.71,1002.61,0.244,PASS,357,2025-02-04 18:31:19.473048,IEC 60068-2-27
TEST_000308,vibration,shock,58.32,12.9,18.19,850.11,0.823,FAIL,170,2024-11-09 18:31:19.473108,IEC 60068-2-27
TEST_000309,vibration,mechanical_vibration,-21.59,80.08,24.79,1192.05,1.0,FAIL,230,2025-01-04 18:31:19.473184,MIL-STD-810 Method 514.8
TEST_000310,temperature,low_temp,51.72,91.66,47.26,1080.11,1.0,FAIL,220,2025-03-22 18:31:19.473264,MIL-STD-810 Method 502.7
TEST_000311,humidity,water_splash,-32.62,29.37,0.35,1103.44,0.778,FAIL,167,2025-07-08 18:31:19.473321,IEC 60529
TEST_000312,humidity,humidity_resistance,-16.65,43.55,26.94,1163.88,0.766,FAIL,346,2025-04-17 18:31:19.473403,MIL-STD-810 Method 507.7
TEST_000313,vibration,shock,-9.76,84.95,30.54,911.2,0.795,FAIL,396,2025-05-31 18:31:19.473463,IEC 60068-2-27
TEST_000314,humidity,condensation,47.05,26.41,42.93,1011.67,0.692,PASS,342,2025-05-09 18:31:19.473564,ISO 16750-4
TEST_000315,temperature,high_temp,-24.69,28.1,9.55,1075.05,0.418,PASS,265,2024-11-06 18:31:19.473623,MIL-STD-810 Method 501.7
TEST_000316,humidity,condensation,53.9,15.76,6.46,939.63,0.487,PASS,339,2024-12-16 18:31:19.473671,ISO 16750-4
TEST_000317,vibration,acoustic_vibration,-11.08,70.73,30.12,805.78,1.0,FAIL,288,2024-10-15 18:31:19.473726,MIL-STD-810 Method 515.8
TEST_000318,humidity,condensation,-7.23,47.49,16.77,861.25,0.463,PASS,227,2025-01-09 18:31:19.473774,ISO 16750-4
TEST_000319,humidity,condensation,-20.41,32.71,33.9,852.3,1.0,FAIL,172,2025-03-12 18:31:19.473822,ISO 16750-4
TEST_000320,temperature,high_temp,22.68,32.77,12.93,813.32,0.499,PASS,340,2024-08-13 18:31:19.473869,MIL-STD-810 Method 501.7
TEST_000321,temperature,high_temp,-20.98,28.98,27.32,1148.33,0.801,FAIL,462,2025-03-12 18:31:19.473916,MIL-STD-810 Method 501.7
TEST_000322,temperature,high_temp,37.08,75.41,44.05,1044.88,0.592,PASS,286,2024-09-26 18:31:19.473970,MIL-STD-810 Method 501.7
TEST_000323,vibration,acoustic_vibration,-25.59,82.29,7.64,983.62,0.515,PASS,266,2025-07-08 18:31:19.474020,MIL-STD-810 Method 515.8
TEST_000324,temperature,thermal_shock,39.87,21.45,5.99,932.68,0.14,PASS,351,2024-09-04 18:31:19.474067,IEC 60068-2-14
TEST_000325,temperature,high_temp,9.05,82.7,17.88,971.53,0.434,PASS,233,2024-11-01 18:31:19.474145,MIL-STD-810 Method 501.7
TEST_000326,vibration,acoustic_vibration,54.57,60.36,26.33,1036.88,0.598,PASS,160,2024-11-14 18:31:19.474432,MIL-STD-810 Method 515.8
TEST_000327,vibration,acoustic_vibration,-34.9,17.56,10.7,1126.6,0.992,FAIL,228,2025-03-23 18:31:19.474499,MIL-STD-810 Method 515.8
TEST_000328,vibration,acoustic_vibration,25.87,50.47,33.12,916.87,0.498,PASS,212,2024-08-23 18:31:19.474555,MIL-STD-810 Method 515.8
TEST_000329,humidity,humidity_resistance,41.86,33.94,18.83,855.22,0.502,PASS,414,2024-10-05 18:31:19.474607,MIL-STD-810 Method 507.7
TEST_000330,vibration,shock,47.01,78.54,3.43,849.07,0.537,PASS,243,2025-05-31 18:31:19.474656,IEC 60068-2-27
TEST_000331,humidity,humidity_resistance,45.48,46.07,45.9,891.25,1.0,FAIL,44,2025-01-30 18:31:19.474709,MIL-STD-810 Method 507.7
TEST_000332,temperature,high_temp,-30.37,13.51,29.65,1143.04,1.0,FAIL,58,2025-07-31 18:31:19.474759,MIL-STD-810 Method 501.7
TEST_000333,temperature,low_temp,-20.99,25.39,44.63,1130.11,1.0,FAIL,257,2024-11-25 18:31:19.474830,MIL-STD-810 Method 502.7
TEST_000334,temperature,low_temp,1.24,65.31,43.51,1157.58,1.0,FAIL,70,2025-02-10 18:31:19.474922,MIL-STD-810 Method 502.7
TEST_000335,temperature,low_temp,-19.95,33.82,15.93,875.06,0.596,PASS,235,2024-12-25 18:31:19.475008,MIL-STD-810 Method 502.7
TEST_000336,vibration,shock,11.29,64.17,34.04,816.06,0.926,FAIL,416,2024-12-03 18:31:19.475078,IEC 60068-2-27
TEST_000337,vibration,shock,-3.67,90.65,3.7,943.42,0.39,PASS,251,2025-01-04 18:31:19.475154,IEC 60068-2-27
TEST_000338,humidity,water_splash,-23.17,28.77,38.77,984.77,0.692,PASS,449,2025-07-03 18:31:19.475227,IEC 60529
TEST_000339,temperature,thermal_shock,11.9,57.69,6.54,848.99,0.315,PASS,34,2024-09-19 18:31:19.475277,IEC 60068-2-14
TEST_000340,temperature,thermal_shock,48.87,64.07,27.62,1124.12,0.709,FAIL,449,2025-03-30 18:31:19.475326,IEC 60068-2-14
TEST_000341,humidity,condensation,16.58,13.74,27.4,1081.5,0.553,PASS,337,2025-06-02 18:31:19.475374,ISO 16750-4
TEST_000342,vibration,acoustic_vibration,57.55,70.3,5.89,1079.96,0.364,PASS,148,2024-11-29 18:31:19.475424,MIL-STD-810 Method 515.8
TEST_000343,temperature,high_temp,-33.25,58.62,30.17,1118.15,1.0,FAIL,323,2024-10-26 18:31:19.475474,MIL-STD-810 Method 501.7
TEST_000344,vibration,mechanical_vibration,43.49,55.83,22.41,934.27,0.578,PASS,209,2025-07-05 18:31:19.475515,MIL-STD-810 Method 514.8
TEST_000345,humidity,humidity_resistance,2.13,35.23,27.63,1059.76,0.428,PASS,40,2024-11-04 18:31:19.475547,MIL-STD-810 Method 507.7
TEST_000346,temperature,low_temp,5.13,42.04,33.62,917.36,0.596,PASS,286,2025-07-02 18:31:19.475594,MIL-STD-810 Method 502.7
TEST_000347,temperature,thermal_shock,48.32,64.28,44.2,886.02,1.0,FAIL,400,2024-11-15 18:31:19.475643,IEC 60068-2-14
TEST_000348,vibration,mechanical_vibration,19.22,90.5,15.83,1130.88,0.915,FAIL,153,2025-04-22 18:31:19.475674,MIL-STD-810 Method 514.8
TEST_000349,humidity,condensation,46.11,50.25,39.04,1157.89,1.0,FAIL,420,2024-09-25 18:31:19.475724,ISO 16750-4
TEST_000350,humidity,humidity_resistance,-7.05,69.75,5.34,821.43,0.356,PASS,323,2025-03-16 18:31:19.475765,MIL-STD-810 Method 507.7
TEST_000351,vibration,acoustic_vibration,-32.87,60.46,30.0,1044.27,1.0,FAIL,226,2025-01-01 18:31:19.475796,MIL-STD-810 Method 515.8
TEST_000352,vibration,acoustic_vibration,55.03,57.8,32.0,821.94,1.0,FAIL,479,2025-07-25 18:31:19.475830,MIL-STD-810 Method 515.8
TEST_000353,temperature,low_temp,21.41,12.79,14.49,1106.31,0.539,PASS,247,2024-12-24 18:31:19.475888,MIL-STD-810 Method 502.7
TEST_000354,humidity,condensation,54.45,68.48,36.89,1113.65,1.0,FAIL,47,2025-06-18 18:31:19.475925,ISO 16750-4
TEST_000355,temperature,low_temp,56.03,71.95,10.9,1132.3,0.674,PASS,188,2024-11-26 18:31:19.475961,MIL-STD-810 Method 502.7
TEST_000356,temperature,high_temp,28.88,92.65,23.2,922.2,0.752,FAIL,399,2025-03-25 18:31:19.475995,MIL-STD-810 Method 501.7
TEST_000357,vibration,acoustic_vibration,56.09,34.95,29.64,805.76,0.972,FAIL,47,2025-07-26 18:31:19.476030,MIL-STD-810 Method 515.8
TEST_000358,humidity,humidity_resistance,-5.36,25.64,46.72,1067.99,0.726,FAIL,257,2025-07-17 18:31:19.476059,MIL-STD-810 Method 507.7
TEST_000359,temperature,high_temp,-5.61,18.39,37.99,1136.17,0.869,FAIL,286,2025-05-19 18:31:19.476088,MIL-STD-810 Method 501.7
TEST_000360,temperature,low_temp,-4.24,89.82,30.99,1005.21,0.74,FAIL,38,2025-03-23 18:31:19.476116,MIL-STD-810 Method 502.7
TEST_000361,humidity,condensation,11.36,43.58,27.04,1061.05,0.368,PASS,280,2024-11-28 18:31:19.476143,ISO 16750-4
TEST_000362,temperature,high_temp,-2.11,76.91,44.36,1187.4,1.0,FAIL,382,2024-09-08 18:31:19.476178,MIL-STD-810 Method 501.7
TEST_000363,temperature,thermal_shock,-18.0,31.56,14.57,832.58,0.708,FAIL,399,2025-03-12 18:31:19.476209,IEC 60068-2-14
TEST_000364,vibration,mechanical_vibration,41.39,61.76,20.46,826.16,0.829,FAIL,76,2025-07-02 18:31:19.476241,MIL-STD-810 Method 514.8
TEST_000365,temperature,high_temp,-1.04,52.61,6.21,935.06,0.192,PASS,279,2025-06-08 18:31:19.476273,MIL-STD-810 Method 501.7
TEST_000366,humidity,water_splash,-12.92,74.21,21.97,1150.55,0.818,FAIL,104,2024-08-28 18:31:19.476299,IEC 60529
TEST_000367,humidity,humidity_resistance,-24.27,57.83,2.85,897.62,0.46,PASS,322,2025-02-17 18:31:19.476327,MIL-STD-810 Method 507.7
TEST_000368,vibration,acoustic_vibration,-24.67,91.63,1.76,937.08,0.727,FAIL,337,2025-01-02 18:31:19.476354,MIL-STD-810 Method 515.8
